window,true_label,true_activity,predicted,dominant_freq_hz,acf_step_freq_hz,steps_in_window,step_rate_per_min,mag_mean,mag_std,mag_rms,wavelet_A4,wavelet_D4,wavelet_D3,wavelet_D2,wavelet_D1,reason
745,J,Pasta,Sitting,3.137,3.333,5,117.6,9.7944,0.2212,9.7969,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
746,J,Pasta,Brisk Walking,1.961,1.818,5,117.6,9.7327,0.8286,9.768,0,0,0,0.0007,0.0001,Step freq ~1.96 Hz
747,J,Pasta,Walking,1.176,0.571,2,47.1,9.952,0.5831,9.969,0,0,0,0.0014,0.0,Step freq ~1.18 Hz
748,J,Pasta,Sitting,2.745,1.429,4,94.1,9.8429,0.3161,9.848,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
749,J,Pasta,Brisk Walking,1.569,1.538,4,94.1,9.9251,0.7481,9.9532,0,0,0,0.0015,0.0,Step freq ~1.57 Hz
750,J,Pasta,Sitting,1.569,1.538,4,94.1,9.7251,0.486,9.7372,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
751,J,Pasta,Sitting,2.353,2.222,6,141.2,9.7949,0.4954,9.8075,0,0,0,0.0009,0.0001,"Very low variance, near-gravity magnitude"
752,J,Pasta,Walking,1.176,1.25,4,94.1,9.8783,0.5149,9.8917,0,0,0,0.0004,0.0,Step freq ~1.25 Hz
753,J,Pasta,Brisk Walking,2.745,2.5,5,117.6,9.8041,1.1863,9.8756,0,0,0,0.0096,0.0004,Step freq ~2.75 Hz
754,J,Pasta,Brisk Walking,3.137,3.333,3,70.6,9.8135,1.1315,9.8785,0,0,0,0.0047,0.0002,Step freq ~3.33 Hz
755,J,Pasta,Brisk Walking,1.569,2.857,5,117.6,9.8879,0.5022,9.9006,0,0,0,0.0007,0.0001,Step freq ~2.86 Hz
756,J,Pasta,Brisk Walking,2.353,2.222,5,117.6,9.916,1.5543,10.0371,0,0,0,0.007,0.0012,Step freq ~2.35 Hz
757,J,Pasta,Brisk Walking,2.353,2.5,5,117.6,9.6892,1.1669,9.7592,0,0,0,0.0078,0.0002,Step freq ~2.50 Hz
758,J,Pasta,Brisk Walking,1.176,1.667,5,117.6,9.9331,0.955,9.979,0,0,0,0.003,0.0001,Step freq ~1.67 Hz
759,J,Pasta,Sitting,3.137,3.333,5,117.6,9.8188,0.3761,9.826,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
760,J,Pasta,Brisk Walking,2.745,2.5,6,141.2,9.825,1.4301,9.9285,0,0,0,0.0073,0.0003,Step freq ~2.75 Hz
761,J,Pasta,Walking,0.392,0.588,3,70.6,9.8763,0.7437,9.9042,0,0,0,0.0005,0.0,Step freq ~0.59 Hz
762,J,Pasta,Sitting,2.353,2.222,5,117.6,9.8355,0.3619,9.8421,0,0,0,0.0007,0.0,"Very low variance, near-gravity magnitude"
763,J,Pasta,Sitting,1.961,1.0,5,117.6,9.796,0.349,9.8022,0,0,0,0.0004,0.0001,"Very low variance, near-gravity magnitude"
764,J,Pasta,Brisk Walking,1.569,1.667,4,94.1,9.8264,0.7712,9.8566,0,0,0,0.0009,0.0,Step freq ~1.67 Hz
765,J,Pasta,Walking,1.176,0.952,4,94.1,9.8401,0.8596,9.8775,0,0,0,0.0007,0.0,Step freq ~1.18 Hz
766,J,Pasta,Sitting,2.745,2.5,4,94.1,9.8923,0.4488,9.9025,0,0,0,0.0004,0.0002,"Very low variance, near-gravity magnitude"
767,J,Pasta,Brisk Walking,2.353,2.5,3,70.6,9.8089,1.0491,9.8648,0,0,0,0.0043,0.0001,Step freq ~2.50 Hz
768,J,Pasta,Sitting,1.961,1.053,4,94.1,9.9178,0.3619,9.9244,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
769,J,Pasta,Brisk Walking,1.569,1.538,4,94.1,9.8237,0.6668,9.8463,0,0,0,0.0006,0.0002,Step freq ~1.57 Hz
770,J,Pasta,Brisk Walking,1.569,1.667,2,47.1,9.7814,1.1331,9.8468,0,0,0,0.0015,0.0,Step freq ~1.67 Hz
771,J,Pasta,Walking,0.784,0.714,2,47.1,9.8742,0.6594,9.8962,0,0,0,0.0008,0.0,Step freq ~0.78 Hz
772,J,Pasta,Walking,1.176,1.333,5,117.6,9.7704,0.7991,9.803,0,0,0,0.0012,0.0001,Step freq ~1.33 Hz
773,J,Pasta,Brisk Walking,1.569,1.429,5,117.6,9.8411,0.5477,9.8564,0,0,0,0.0005,0.0,Step freq ~1.57 Hz
774,J,Pasta,Brisk Walking,1.176,1.818,3,70.6,9.8337,0.6551,9.8555,0,0,0,0.0003,0.0,Step freq ~1.82 Hz
775,J,Pasta,Brisk Walking,1.569,1.538,5,117.6,9.8486,0.7031,9.8737,0,0,0,0.0009,0.0,Step freq ~1.57 Hz
776,J,Pasta,Sitting,2.745,1.333,6,141.2,9.8309,0.3558,9.8373,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
777,J,Pasta,Brisk Walking,2.353,2.222,4,94.1,9.8656,1.2444,9.9438,0,0,0,0.0056,0.0001,Step freq ~2.35 Hz
778,J,Pasta,Walking,1.176,0.571,3,70.6,9.7934,1.0145,9.8458,0,0,0,0.0014,0.001,Step freq ~1.18 Hz
779,K,Drinking,Walking,1.176,1.053,3,70.6,9.8802,0.7893,9.9117,0,0,0,0.0007,0.0,Step freq ~1.18 Hz
780,K,Drinking,Sitting,1.176,1.111,4,94.1,9.7621,0.1687,9.7636,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
781,K,Drinking,Sitting,1.176,1.111,3,70.6,9.8878,0.3953,9.8957,0,0,0,0.0004,0.0002,"Very low variance, near-gravity magnitude"
782,K,Drinking,Walking,1.176,0.0,3,70.6,9.9694,0.5726,9.9858,0,0,0,0.0011,0.0,Step freq ~1.18 Hz
783,K,Drinking,Sitting,0.392,0.0,4,94.1,9.7749,0.1331,9.7759,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
784,K,Drinking,Sitting,0.392,4.0,4,94.1,9.8428,0.2826,9.8468,0,0,0,0.0003,0.0001,"Very low variance, near-gravity magnitude"
785,K,Drinking,Brisk Walking,1.961,1.818,2,47.1,9.8859,0.785,9.917,0,0,0,0.0009,0.0,Step freq ~1.96 Hz
786,K,Drinking,Sitting,1.176,1.429,4,94.1,9.8061,0.2762,9.8099,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
787,K,Drinking,Sitting,0.392,2.222,3,70.6,9.8467,0.2963,9.8512,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
788,K,Drinking,Sitting,1.569,1.429,4,94.1,9.8709,0.4629,9.8818,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
789,K,Drinking,Sitting,1.176,1.25,3,70.6,9.8401,0.1683,9.8415,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
790,K,Drinking,Sitting,0.392,0.0,3,70.6,9.8195,0.2109,9.8218,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
791,K,Drinking,Sitting,2.353,2.222,5,117.6,9.8256,0.3074,9.8305,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
792,K,Drinking,Brisk Walking,1.569,0.8,4,94.1,9.8912,0.5352,9.9057,0,0,0,0.0001,0.0,Step freq ~1.57 Hz
793,K,Drinking,Sitting,1.569,1.538,4,94.1,9.7834,0.1336,9.7844,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
794,K,Drinking,Sitting,1.176,0.645,3,70.6,9.8773,0.2197,9.8797,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
795,K,Drinking,Sitting,1.176,3.333,4,94.1,9.8843,0.2741,9.8881,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
796,K,Drinking,Sitting,0.392,0.0,5,117.6,9.7687,0.1208,9.7695,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
797,K,Drinking,Sitting,0.392,4.0,4,94.1,9.8135,0.197,9.8154,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
798,K,Drinking,Brisk Walking,2.745,2.5,5,117.6,9.8596,0.5374,9.8743,0,0,0,0.0012,0.0,Step freq ~2.75 Hz
799,K,Drinking,Sitting,1.569,1.429,4,94.1,9.8081,0.14,9.8091,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
800,K,Drinking,Sitting,1.569,1.667,4,94.1,9.794,0.1353,9.795,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
801,K,Drinking,Sitting,1.961,2.5,6,141.2,9.8548,0.3836,9.8623,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
802,K,Drinking,Sitting,1.176,1.0,4,94.1,9.9052,0.482,9.917,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
803,K,Drinking,Sitting,2.353,2.5,6,141.2,9.8086,0.1214,9.8094,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
804,K,Drinking,Sitting,0.784,0.0,3,70.6,9.8364,0.1815,9.8381,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
805,K,Drinking,Sitting,3.137,1.053,4,94.1,9.8584,0.2628,9.8619,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
806,K,Drinking,Sitting,0.784,0.0,3,70.6,9.8215,0.2232,9.824,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
807,K,Drinking,Sitting,0.392,0.645,2,47.1,9.8202,0.2004,9.8223,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
808,K,Drinking,Sitting,1.961,1.538,5,117.6,9.8414,0.1494,9.8425,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
809,K,Drinking,Sitting,0.784,0.0,1,23.5,9.8212,0.2858,9.8254,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
810,K,Drinking,Sitting,1.569,2.222,5,117.6,9.818,0.1983,9.82,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
811,K,Drinking,Sitting,3.137,1.0,5,117.6,9.8338,0.1337,9.8347,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
812,K,Drinking,Sitting,0.784,0.0,4,94.1,9.8697,0.2821,9.8738,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
813,K,Drinking,Sitting,1.176,1.538,5,117.6,9.7715,0.1385,9.7725,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
814,K,Drinking,Sitting,0.784,0.0,4,94.1,9.8631,0.2238,9.8656,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
815,K,Drinking,Brisk Walking,1.569,2.0,3,70.6,9.8825,0.5917,9.9002,0,0,0,0.0013,0.0,Step freq ~2.00 Hz
816,K,Drinking,Sitting,1.569,1.538,5,117.6,9.917,0.3405,9.9228,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
817,K,Drinking,Sitting,0.392,3.333,4,94.1,9.7612,0.1273,9.762,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
818,K,Drinking,Sitting,1.176,0.541,4,94.1,9.8127,0.3264,9.8182,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
819,K,Drinking,Sitting,1.961,1.053,5,117.6,9.933,0.4255,9.9421,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
820,K,Drinking,Sitting,1.176,0.0,3,70.6,9.7702,0.283,9.7743,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
821,K,Drinking,Sitting,0.784,0.0,4,94.1,9.8193,0.2061,9.8214,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
822,K,Drinking,Sitting,2.745,2.5,6,141.2,9.844,0.3488,9.8501,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
823,K,Drinking,Sitting,1.961,2.0,3,70.6,9.8707,0.28,9.8747,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
824,K,Drinking,Sitting,0.392,4.0,2,47.1,9.8282,0.2625,9.8317,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
825,K,Drinking,Walking,0.784,0.0,3,70.6,9.8921,0.5274,9.9062,0,0,0,0.0003,0.0,Step freq ~0.78 Hz
826,K,Drinking,Sitting,0.784,0.69,4,94.1,9.819,0.3407,9.8249,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
827,K,Drinking,Sitting,1.176,1.429,2,47.1,9.7709,0.2821,9.7749,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
828,K,Drinking,Sitting,1.961,2.222,3,70.6,9.9186,0.2689,9.9223,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
829,K,Drinking,Sitting,1.569,1.538,3,70.6,9.8478,0.3592,9.8544,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
830,K,Drinking,Sitting,3.137,2.857,4,94.1,9.8268,0.0434,9.8269,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
831,K,Drinking,Sitting,1.176,1.25,3,70.6,9.831,0.2931,9.8353,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
832,K,Drinking,Sitting,1.569,1.429,5,117.6,9.8164,0.2993,9.821,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
833,K,Drinking,Sitting,1.961,1.429,4,94.1,9.8827,0.4186,9.8915,0,0,0,0.0008,0.0,"Very low variance, near-gravity magnitude"
834,K,Drinking,Sitting,1.569,1.429,2,47.1,9.8046,0.2325,9.8074,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
835,K,Drinking,Running (fast),0.392,4.0,5,117.6,9.9873,0.6147,10.0062,0,0,0,0.0009,0.0005,"Step freq ~4.00 Hz, high cadence"
836,K,Drinking,Walking,1.176,1.0,4,94.1,9.8236,0.8183,9.8577,0,0,0,0.0015,0.0001,Step freq ~1.18 Hz
837,K,Drinking,Sitting,1.176,2.5,5,117.6,9.8054,0.0777,9.8057,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
838,K,Drinking,Sitting,0.784,0.909,3,70.6,9.8296,0.247,9.8327,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
839,K,Drinking,Sitting,2.745,2.5,5,117.6,9.8255,0.4727,9.8369,0,0,0,0.0009,0.0,"Very low variance, near-gravity magnitude"
840,K,Drinking,Sitting,1.176,0.0,2,47.1,9.8707,0.2713,9.8745,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
841,K,Drinking,Sitting,1.176,1.25,5,117.6,9.8053,0.1925,9.8072,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
842,K,Drinking,Brisk Walking,1.569,1.538,2,47.1,9.9797,0.5394,9.9943,0,0,0,0.0003,0.0,Step freq ~1.57 Hz
843,K,Drinking,Sitting,1.961,2.0,3,70.6,9.7521,0.4527,9.7626,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
844,K,Drinking,Sitting,1.569,0.8,4,94.1,9.815,0.0691,9.8152,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
845,K,Drinking,Sitting,3.137,3.333,5,117.6,9.8382,0.1984,9.8402,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
846,K,Drinking,Sitting,0.784,0.87,6,141.2,9.9244,0.446,9.9344,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
847,K,Drinking,Sitting,1.961,2.222,5,117.6,9.7895,0.1214,9.7902,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
848,K,Drinking,Sitting,0.784,0.0,2,47.1,9.8401,0.2672,9.8437,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
849,L,Sandwich,Brisk Walking,2.353,2.5,5,117.6,9.8192,0.8028,9.8519,0,0,0,0.0024,0.0008,Step freq ~2.50 Hz
850,L,Sandwich,Walking,0.784,1.25,4,94.1,10.0463,1.1702,10.1142,0,0,0,0.0049,0.0007,Step freq ~1.25 Hz
851,L,Sandwich,Walking,1.176,1.111,4,94.1,9.9151,0.6106,9.9339,0,0,0,0.0008,0.0001,Step freq ~1.18 Hz
852,L,Sandwich,Brisk Walking,1.569,1.818,4,94.1,9.8377,0.5939,9.8556,0,0,0,0.0001,0.0,Step freq ~1.82 Hz
853,L,Sandwich,Brisk Walking,2.353,1.25,4,94.1,9.8841,0.6175,9.9033,0,0,0,0.0009,0.0001,Step freq ~2.35 Hz
854,L,Sandwich,Sitting,1.176,1.111,4,94.1,9.8662,0.3872,9.8738,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
855,L,Sandwich,Sitting,1.176,1.111,4,94.1,9.8181,0.2624,9.8216,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
856,L,Sandwich,Sitting,0.784,0.0,3,70.6,9.853,0.381,9.8604,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
857,L,Sandwich,Brisk Walking,1.569,1.538,5,117.6,9.907,0.55,9.9223,0,0,0,0.0005,0.0001,Step freq ~1.57 Hz
858,L,Sandwich,Sitting,0.392,0.0,4,94.1,9.7781,0.2436,9.7811,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
859,L,Sandwich,Sitting,0.784,0.0,5,117.6,9.8313,0.283,9.8354,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
860,L,Sandwich,Sitting,1.176,1.333,3,70.6,9.8171,0.175,9.8186,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
861,L,Sandwich,Sitting,0.392,3.333,2,47.1,9.8395,0.2684,9.8431,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
862,L,Sandwich,Sitting,1.176,0.0,6,141.2,9.7797,0.2224,9.7823,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
863,L,Sandwich,Sitting,2.353,2.5,6,141.2,9.8998,0.3718,9.9068,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
864,L,Sandwich,Sitting,0.784,0.0,1,23.5,9.8593,0.3232,9.8646,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
865,L,Sandwich,Sitting,0.784,0.0,2,47.1,9.8381,0.2424,9.8411,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
866,L,Sandwich,Sitting,3.529,4.0,5,117.6,9.8324,0.1562,9.8336,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
867,L,Sandwich,Sitting,1.176,1.176,3,70.6,9.8683,0.3419,9.8742,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
868,L,Sandwich,Sitting,0.392,4.0,3,70.6,9.7357,0.1851,9.7374,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
869,L,Sandwich,Sitting,2.745,2.5,5,117.6,9.8827,0.2631,9.8862,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
870,L,Sandwich,Sitting,1.176,1.176,3,70.6,9.8646,0.2479,9.8677,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
871,L,Sandwich,Sitting,2.745,2.5,4,94.1,9.7761,0.1296,9.777,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
872,L,Sandwich,Sitting,0.392,2.5,3,70.6,9.8575,0.2535,9.8607,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
873,L,Sandwich,Sitting,1.569,1.667,3,70.6,9.9162,0.446,9.9262,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
874,L,Sandwich,Sitting,0.392,0.0,5,117.6,9.7777,0.1517,9.7789,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
875,L,Sandwich,Sitting,2.745,2.857,4,94.1,9.8543,0.4456,9.8644,0,0,0,0.0006,0.0,"Very low variance, near-gravity magnitude"
876,L,Sandwich,Sitting,1.176,1.333,4,94.1,9.8631,0.2425,9.8661,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
877,L,Sandwich,Sitting,2.745,3.333,5,117.6,9.8118,0.1142,9.8124,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
878,L,Sandwich,Sitting,3.529,4.0,3,70.6,9.8328,0.4492,9.843,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
879,L,Sandwich,Sitting,2.353,2.222,5,117.6,9.8481,0.2012,9.8501,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
880,L,Sandwich,Sitting,0.392,0.0,3,70.6,9.7715,0.1978,9.7735,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
881,L,Sandwich,Sitting,3.529,4.0,5,117.6,9.8894,0.2493,9.8925,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
882,L,Sandwich,Sitting,1.176,1.538,2,47.1,9.8485,0.2387,9.8514,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
883,L,Sandwich,Sitting,2.353,2.5,2,47.1,9.8437,0.3102,9.8486,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
884,L,Sandwich,Sitting,2.745,1.333,4,94.1,9.8385,0.2005,9.8406,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
885,L,Sandwich,Sitting,1.176,0.0,3,70.6,9.8615,0.2364,9.8643,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
886,L,Sandwich,Sitting,3.529,4.0,2,47.1,9.847,0.2924,9.8514,0,0,0,0.0006,0.0,"Very low variance, near-gravity magnitude"
887,L,Sandwich,Sitting,2.745,3.333,4,94.1,9.8101,0.1041,9.8106,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
888,L,Sandwich,Sitting,0.784,0.0,2,47.1,9.8106,0.2444,9.8137,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
889,L,Sandwich,Sitting,0.392,4.0,4,94.1,9.7891,0.1894,9.791,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
890,L,Sandwich,Sitting,0.392,4.0,3,70.6,9.8626,0.127,9.8635,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
891,L,Sandwich,Sitting,0.784,0.0,5,117.6,9.8268,0.2533,9.8301,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
892,L,Sandwich,Sitting,3.529,4.0,5,117.6,9.8275,0.0553,9.8276,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
893,L,Sandwich,Sitting,2.745,2.5,4,94.1,9.8263,0.2097,9.8286,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
894,L,Sandwich,Sitting,3.529,4.0,4,94.1,9.7839,0.0974,9.7843,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
895,L,Sandwich,Sitting,0.392,2.222,5,117.6,9.8269,0.1895,9.8288,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
896,L,Sandwich,Sitting,0.392,4.0,3,70.6,9.7469,0.28,9.7509,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
897,L,Sandwich,Sitting,1.176,0.645,5,117.6,9.9274,0.3221,9.9326,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
898,L,Sandwich,Sitting,0.784,4.0,4,94.1,9.8149,0.2578,9.8183,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
899,L,Sandwich,Sitting,0.392,3.333,5,117.6,9.7556,0.2604,9.7591,0,0,0,0.0002,0.0001,"Very low variance, near-gravity magnitude"
900,L,Sandwich,Sitting,0.392,0.0,3,70.6,9.8722,0.275,9.876,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
901,L,Sandwich,Sitting,0.784,0.0,1,23.5,9.8346,0.24,9.8375,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
902,L,Sandwich,Sitting,0.784,0.0,3,70.6,9.7894,0.204,9.7915,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
903,L,Sandwich,Sitting,3.137,4.0,3,70.6,9.8904,0.3756,9.8975,0,0,0,0.0004,0.0001,"Very low variance, near-gravity magnitude"
904,L,Sandwich,Sitting,3.529,4.0,5,117.6,9.8127,0.3705,9.8197,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
905,L,Sandwich,Sitting,0.784,0.8,4,94.1,9.7924,0.3803,9.7998,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
906,L,Sandwich,Sitting,4.706,4.0,5,117.6,9.8501,0.296,9.8545,0,0,0,0.0002,0.0001,"Very low variance, near-gravity magnitude"
907,L,Sandwich,Sitting,3.529,4.0,4,94.1,9.8459,0.4088,9.8544,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
908,L,Sandwich,Sitting,3.137,2.5,5,117.6,9.8155,0.1817,9.8172,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
909,L,Sandwich,Sitting,2.745,2.857,5,117.6,9.8112,0.4002,9.8194,0,0,0,0.0005,0.0001,"Very low variance, near-gravity magnitude"
910,L,Sandwich,Sitting,1.569,0.0,2,47.1,9.8323,0.4651,9.8433,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
911,L,Sandwich,Sitting,0.784,0.0,1,23.5,9.8355,0.3725,9.8426,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
912,L,Sandwich,Sitting,4.314,2.222,6,141.2,9.8075,0.2237,9.81,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
913,L,Sandwich,Sitting,1.176,0.0,4,94.1,9.8329,0.2993,9.8374,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
914,L,Sandwich,Sitting,0.784,0.87,3,70.6,9.8414,0.3631,9.8481,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
915,L,Sandwich,Sitting,2.745,3.333,6,141.2,9.8051,0.2229,9.8076,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
916,L,Sandwich,Sitting,0.784,0.0,2,47.1,9.8135,0.2317,9.8162,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
917,L,Sandwich,Sitting,3.137,3.333,6,141.2,9.7913,0.241,9.7942,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
918,L,Sandwich,Sitting,3.922,4.0,4,94.1,9.8211,0.249,9.8243,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
919,L,Sandwich,Walking,0.784,0.69,4,94.1,9.8022,0.5336,9.8167,0,0,0,0.001,0.0001,Step freq ~0.78 Hz
920,I,Chips,Brisk Walking,1.961,1.111,3,70.6,9.7966,0.7611,9.8262,0,0,0,0.0007,0.0,Step freq ~1.96 Hz
921,I,Chips,Brisk Walking,1.961,2.0,4,94.1,9.9217,0.8232,9.9558,0,0,0,0.001,0.0001,Step freq ~2.00 Hz
922,I,Chips,Walking,1.176,1.053,4,94.1,9.7356,0.5445,9.7508,0,0,0,0.0003,0.0,Step freq ~1.18 Hz
923,I,Chips,Brisk Walking,1.569,0.741,4,94.1,9.7518,0.6558,9.7739,0,0,0,0.001,0.0,Step freq ~1.57 Hz
924,I,Chips,Sitting,1.569,1.818,4,94.1,9.881,0.4645,9.8919,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
925,I,Chips,Sitting,0.784,4.0,3,70.6,9.8359,0.3109,9.8408,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
926,I,Chips,Sitting,1.176,0.556,3,70.6,9.7764,0.4973,9.789,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
927,I,Chips,Walking,0.784,0.952,4,94.1,9.8426,0.6246,9.8624,0,0,0,0.0008,0.0,Step freq ~0.95 Hz
928,I,Chips,Brisk Walking,1.961,2.5,4,94.1,9.7897,0.7436,9.8179,0,0,0,0.0012,0.0,Step freq ~2.50 Hz
